lag_frames,lag_ms,window_start_s,joint,bias_state_minus_action,mae,rmse,p95_abs_error,max_abs_error,normalized_rmse_by_action_range,within_2_units_rate,within_5_units_rate,window
2,66.6666030883789,0.0,wrist_flex.pos,0.8835872054749089,1.2605618617062992,1.706560649709509,3.2556629180908203,8.48199462890625,0.03262985432670402,0.8239564428312159,0.9836660617059891,all
2,66.6666030883789,0.0,wrist_roll.pos,-0.0618393581272686,0.7743813848755104,1.897973725126213,3.117473602294922,16.304176330566406,0.054099339033067476,0.9183303085299456,0.9673321234119783,all
2,66.6666030883789,0.0,gripper.pos,2.829639682860643,3.445015842490534,6.134398299184945,16.252843022346497,18.339081048965454,0.17535965196796136,0.6551724137931034,0.73502722323049,all
3,99.99990463256836,0.0,shoulder_pan.pos,-0.22126028163866562,0.6732258572361686,1.0061695129315251,1.9346115112304676,6.284497261047363,0.023663360110399916,0.9545454545454546,0.9945454545454545,all
3,99.99990463256836,0.0,shoulder_lift.pos,2.8677594099803403,3.6077910234169526,4.716627551147128,10.197187858819959,15.689716339111328,0.03371422105726521,0.3418181818181818,0.7763636363636364,all
3,99.99990463256836,0.0,elbow_flex.pos,3.471833711266518,3.6287473291158676,4.288904656801613,7.168597602844234,11.416213989257812,0.03593226397115558,0.3236363636363636,0.6854545454545454,all
3,99.99990463256836,0.0,wrist_flex.pos,0.8818243789672852,1.0743420652909712,1.4143119400052435,2.502534866333006,6.899574279785156,0.027041987979006022,0.8981818181818182,0.9945454545454545,all
3,99.99990463256836,0.0,wrist_roll.pos,-0.06328840775923296,0.6044680508700284,1.4508861396204573,2.0637817382812487,13.315162658691406,0.04135567322486826,0.9472727272727273,0.9890909090909091,all
3,99.99990463256836,0.0,gripper.pos,2.815121238773519,3.2928168091990733,6.070045836121085,16.253102052211762,18.339081048965454,0.17352005418252592,0.6854545454545454,0.7472727272727273,all
4,133.3332061767578,0.0,shoulder_pan.pos,-0.21958069218312457,0.4948432807062493,0.7043354057046519,1.3259469985961914,4.789992332458496,0.01656474592947448,0.9854280510018215,1.0,all
4,133.3332061767578,0.0,shoulder_lift.pos,2.873761019148679,3.326775337340402,4.183500551404718,8.558461618423461,14.321949005126953,0.029903455563063584,0.3406193078324226,0.8105646630236795,all
4,133.3332061767578,0.0,elbow_flex.pos,3.480484363322701,3.5389062782345793,4.001851725086234,6.245484352111816,10.279129028320312,0.03352734650586901,0.2185792349726776,0.7213114754098361,all
4,133.3332061767578,0.0,wrist_flex.pos,0.8811325149675102,0.9855033895357059,1.212630055015568,2.0368270874023438,5.1213226318359375,0.023185781328121168,0.9471766848816029,0.9981785063752276,all
4,133.3332061767578,0.0,wrist_roll.pos,-0.06472729681185252,0.4781581274147242,1.0279940452760565,1.2981033325195312,9.886589050292969,0.029301669271351822,0.9726775956284153,0.9908925318761385,all
4,133.3332061767578,0.0,gripper.pos,2.8006932195852796,3.176949961263625,6.024246547932336,16.253361082077028,18.339081048965454,0.17221082272322752,0.7012750455373407,0.761384335154827,all
5,166.66650772094727,0.0,shoulder_pan.pos,-0.2175794249794779,0.44215674834312313,0.6043351755107708,1.1408242702484128,3.1131792068481445,0.014212914127985839,0.9890510948905109,1.0,all
5,166.66650772094727,0.0,shoulder_lift.pos,2.874645299448149,3.2194592519289387,3.901232649431752,7.030105784535406,12.47579574584961,0.027885818524461172,0.34306569343065696,0.8175182481751825,all
5,166.66650772094727,0.0,elbow_flex.pos,3.4907677993178368,3.516370178302274,3.8911708973168593,5.925566935539246,8.432975769042969,0.03260006715643227,0.18248175182481752,0.7974452554744526,all
5,166.66650772094727,0.0,wrist_flex.pos,0.8807062267387,0.9725071113475048,1.1933560246482358,2.048077392578125,4.128757476806641,0.022817257183795226,0.9434306569343066,1.0,all
